status,city,state,country,classification,openfda,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,report_date,code_info,termination_date,more_code_info
Ongoing,Chesapeake,VA,United States,Class II,{},Drugs,90566,"Family Dollar Stores, Llc.",500 Volvo Pkwy,,23320-1604,Voluntary: Firm initiated,Other,Nationwide within the United States,D-1425-2022,QP LAXATIVE BISACODYL 5 MG TABLET 50 CT SKU 902449   QP WOMEN LAXATIVE BISCODYL TABLET 25 CT SKU 915221  distributed to specific Family Dollar Stores 04/30/2022 through 06/10/2022.,Unknown,CGMP Deviations: product held outside appropriate storage temperature conditions.,20220623,20220822,20220831,SKUs: 902449; 915221,,
Ongoing,Dublin,OH,United States,Class I,{},Drugs,93346,Cardinal Health Inc.,7000 Cardinal Pl,N/A,43017-1091,Voluntary: Firm initiated,Press Release,Nationwide in the USA,D-0135-2024,"LEADER brand Dry Eye Relief (Polyethylene Glycol 400, 0.4% Propylene Glycol, 0.3%); 0.33 FL OZ (10 mL) dropper bottle, Sterile, Distributed By Cardinal Health, Dublin, Ohio 43017, Made in India NDC: 70000-0088-1","11,782 bottles",Non-Sterility: FDA found insanitary conditions and positive bacterial test results from environmental sampling at the manufacturing facility.,20231031,20231201,20231129,ALL LOTS,,
Ongoing,Allentown,PA,United States,Class II,{},Drugs,92253,"Central Admixture Pharmacy Services, Inc.",6580 Snowdrift Rd Ste 100,N/A,18106-9331,Voluntary: Firm initiated,E-Mail,Nationwide in the USA.,D-0723-2023,"vancomycin added to 0.9% sodium chloride, 2 g/500 mL* (4 mg/mL), 500 mL per bag, Rx only, Central Admixture Pharmacy Services, Inc., 6580 Snowdrift Rd., Ste 100, Allentown, PA  18106, NDC 71285-6078-1.",7632 bags,Lack of Assurance of Sterility: after an FDA inspection called into question the sterility of the products intended to be sterile.,20230428,20230519,20230531,"Lot # 37-884151, 37-884153, Exp 05/03/2023; 37-885670, 37-885869, 37-885900, Exp 05/09/2023; 37-886271, Exp 05/11/2023; 37-886857, 37-886862, 37-886865, 37-886923, Exp 05/15/2023; 37-889190, 37-889191, Exp 05/23/2023; 37-889596, Exp 05/24/2023; 37-890482, 37-890487, 37-890488, Exp 05/29/2023; 37-891230, Exp 05/31/2023; 37-892589, 37-892590, Exp 06/06/2023; 37-893779, 37-893780, 37-893781, Exp 06/12/2023; 37-894665, 37-894667, Exp 06/14/2023; 37-895608, 37-895625, Exp 06/19/2023; 37-896519, Exp 06/21/2023",,
Terminated,Dublin,OH,United States,Class II,{},Drugs,87512,Cardinal Health Inc.,7000 Cardinal Pl,N/A,43017-1091,Voluntary: Firm initiated,Letter,"FL, GA, SC",D-0471-2021,"Ivermectin Tablets USP 3 mg 20 Tablets (2 Foil Strips of 10 tablets each) Rx Only NDC 4799-806-01 Manufactured for: Edenbridge Pharmaceuticals, LLC Parsippany, NJ 07054 877-381-3336",504 cartons,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,20210315,20210524,20210602,A1003273A,20240617,
Terminated,East Windsor,NJ,United States,Class I,"{'application_number': ['ANDA206589'], 'brand_name': ['POLYMYXIN B'], 'generic_name': ['POLYMYXIN B'], 'manufacturer_name': ['Eugia US LLC'], 'product_ndc': ['55150-234'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAMUSCULAR', 'INTRATHECAL', 'INTRAVENOUS', 'OPHTHALMIC'], 'substance_name': ['POLYMYXIN B SULFATE'], 'rxcui': ['204509'], 'spl_id': ['ba953500-6973-4b5c-a055-d5ef9d78ca28'], 'spl_set_id': ['a974c557-e88f-451b-a1bd-d2c656be226e'], 'package_ndc': ['55150-234-10'], 'is_original_packager': [True], 'upc': ['0355150234103'], 'unii': ['19371312D4']}",Drugs,89457,AuroMedics Pharma LLC,279 Princeton Hightstown Rd,N/A,08520-1401,Voluntary: Firm initiated,Letter,Nationwide in the US,D-0556-2022,"Polymyxin B for Injection USP, 500,000 Units per Vial, 10 mL vials, packaged in 10 vials per carton, Sterile, Rx Only, Distributed by: AuroMedics Pharma LLC, E. Windsor, NJ 08520, NDC 55150-234-10","35,520 vials",Presence of Particulate Matter; product complaint of hair discovered in a vial within the lot,20220126,20220210,20220216,"Lot CPB200013, exp 9/2022",20240820,
Terminated,Dallas,TX,United States,Class II,{},Drugs,84527,"MPRX, Inc. dba Medical Park Pharmacy",8230 Elmbrook Dr Ste 600b,N/A,75247-4144,Voluntary: Firm initiated,Letter,TX,D-0811-2020,Progesterone 200 mg Troche,1 bottle,Labeling: Incorrect or missing lot and/or expiration date. Products were compounded using expired components.,20191218,20200129,20200205,Lot: 61242:26 Use by: 02/28/2020,20221213,
Completed,Chesapeake,VA,United States,Class II,{},Drugs,91466,Sentara Infusion Services,535 Independence Pkwy Ste 300,N/A,23320-5176,Voluntary: Firm initiated,Telephone,Dispensed to Patients Nationwide.,D-0321-2023,"TPN (a) 95GM/AA, 385/DEX, 50GM/LIP 1800ML, (b)TPN AA:100GM DEX:250GM LIP:50GM 2400ML, (c) TPN: AA 80GM ; DEX 320GM ; LIP 50GM IN 2300 ml, Rx only, use with Curlin pump, Sentara Home Infusion Pharmacy Services, 535 Independence Pkwy, Ste 300, Chesapeake, VA 23320",24 bags,Lack of sterility assurance,20221227,20230215,20230222,"Beyond Use Date: December 25-31, 2022",,
Terminated,Greenville,SC,United States,Class II,"{'application_number': ['ANDA203621'], 'brand_name': ['NYSTATIN'], 'generic_name': ['NYSTATIN'], 'manufacturer_name': ['Pharmaceutical Associates, Inc.'], 'product_ndc': ['0121-0810', '0121-4810'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['NYSTATIN'], 'rxcui': ['312055'], 'spl_id': ['d57cde69-0eb9-180d-e053-2995a90a33aa'], 'spl_set_id': ['31e3da10-5a7b-4bc5-8a4f-3e786b64c13a'], 'package_ndc': ['0121-0810-02', '0121-0810-16', '0121-4810-05', '0121-4810-40', '0121-4810-00', '0121-4810-50'], 'is_original_packager': [True], 'upc': ['0301210810022'], 'nui': ['N0000175498', 'M0017172'], 'pharm_class_epc': ['Polyene Antifungal [EPC]'], 'pharm_class_cs': ['Polyenes [CS]'], 'unii': ['BDF1O1C72E']}",Drugs,84712,Pharmaceutical Associates Inc,1700 Perimeter Rd,N/A,29605-5252,Voluntary: Firm initiated,Letter,Distributed Nationwide in the US,D-0824-2020,"Nystatin Oral Suspension, USP 100,000 units per mL Cherry/Peppermint Flavor, 16 fl oz (473 mL)  Rx Only, pai, Pharmaceutical Associates, Inc. Greenville, SC 29605. NDC 0121-0810-16",6288  16 oz bottles,Subpotent: Out of specification for assay at the 12-month time point.,20200114,20200203,20200205,"Lots: BB70, BB71 Exp. May 2020",20210603,
Ongoing,Hattiesburg,MS,United States,Class II,{},Drugs,90982,"Pharmacy Plus, Inc. dba Vital Care Compounder",115 S 40th Ave,N/A,39402-6600,Voluntary: Firm initiated,Telephone,"AL, LA, MS, and TN",D-0047-2023,"PAPAVERINE HCL STOCK SOLUTION 30MG/ML SOLUTION, 10 mL vial, Rx only, Vital Care Compounder, 115 S. 40th Ave., Hattiesburg, MS  39402",28 vials,Lack of Assurance of Sterility: FDA inspection found the recalled products were produced in a manner than cannot guarantee the sterility of the products purported to be sterile.,20221007,20221102,20221109,"Lot: 60552, BUD: 03/12/2023",,
Ongoing,Chesapeake,VA,United States,Class II,{},Drugs,90566,"Family Dollar Stores, Llc.",500 Volvo Pkwy,,23320-1604,Voluntary: Firm initiated,Other,Nationwide within the United States,D-1411-2022,SWAN CALAMINE LOTION 6 FL OZ distributed to specific Family Dollar Stores 04/30/2022 through 06/10/2022.,Unknown,CGMP Deviations: product held outside appropriate storage temperature conditions.,20220623,20220822,20220831,SKU: 901469,,
Completed,Orlando,FL,United States,Class II,{},Drugs,90204,Olympia Compounding Pharmacy dba Olympia Pharmacy,6700 Conroy Rd Ste 155,,32835-3515,Voluntary: Firm initiated,Letter,"Distributed Nationwide in th USA, Puerto Rico and US Virgin Islands",D-0910-2022,"T-106 Papaverine 30 mg/mL Phentolamine 1 mg/mL Alprostadil 25 mcg/mL, Packaged as a) 5 mL Multi-Dose vial NDC 73198-0013-05; b) 10 mL Multi-Dose vial NDC  73198-0013-10, Rx Only, Olympia Pharmaceuticals, 6700 Conroy Rd., Ste. 155 Orlando, FL 32835",3185 vials,Lack of assurance of sterility.,20220509,20220525,20220601,Lot: K24F09 BUD: 11/9/2022,,
Completed,Chesapeake,VA,United States,Class II,{},Drugs,91466,Sentara Infusion Services,535 Independence Pkwy Ste 300,N/A,23320-5176,Voluntary: Firm initiated,Telephone,Dispensed to Patients Nationwide.,D-0318-2023,"TPN (a) 100GM/AA, 285GM/DEX, (b)55GM/LIP 2300ML, (c)55GM/AA 285GM/DEX 50GM/LIP1800ML, (d)TPN AA:100GM DEX:250GM LIP:50GM 2400ML, (e) 55GM DEX:285GM 1800ML, Rx Only, use with Curlin pump or no pump, Sentara Home Infusion Pharmacy Services, 535 Independence Pkwy, Ste 300, Chesapeake, VA 23320",26 bags,Lack of sterility assurance,20221227,20230215,20230222,"Beyond Use Date: December 24-3 , 2022",,
Terminated,Anaheim,CA,United States,Class II,{},Drugs,86394,"Preferred Pharmaceuticals, Inc.",1250 N Lakeview Ave Ste O,N/A,92807-1801,Voluntary: Firm initiated,Letter,Repackaged tablets sold to three physicians located in CA and GA.,D-1623-2020,"Nature-Throid, 1 Grain, 65 mg (Thyroid U.S.P. 1 gr. (65mg)/Liothyronine (T3) 9mcg/Levothyroxine (T4) 38mcg, packaged in a) 90-count bottles (NDC 68788-7604-09), b) 100-count tablets (NDC 68788-7604-01), Rx Only, Mfg: RLC Labs; Cave Creek, AZ, Preferred Pharmaceuticals, Inc.",N/A,CGMP Deviations,20200902,20200924,20200930,"a) Lot #: A0220Q, Exp. Date: 10/31/2020; b) Lot #: K15171, Exp. Date: 10/31/2020",20240425,
Terminated,Richmond,VA,United States,Class II,{},Drugs,93935,Mckesson Medical-Surgical Inc. Corporate Office,9954 Maryland Drive,Deep Run Iii Ste. 4000,23233,Voluntary: Firm initiated,Letter,"Product was distributed to three direct accounts in NM, AZ and UT.",D-0373-2024,"Bicillin L-A (Penicillin G Benzathine) 1.2, MMU / 2 mL Injection Prefilled Syringe 2 mL, Rx only, Mfg: Pfizer Pharmaceuticals, NDC 60793-0701-10",70 vials,cGMP Deviations: Products were stored outside the drug label specifications.,20240207,20240308,20240320,567951,20240814,
Completed,Camarillo,CA,United States,Class II,"{'application_number': ['ANDA075356'], 'brand_name': ['PAROXETINE'], 'generic_name': ['PAROXETINE HYDROCHLORIDE'], 'manufacturer_name': ['Golden State Medical Supply, Inc.'], 'product_ndc': ['60429-734', '60429-735', '60429-736', '60429-737'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['PAROXETINE HYDROCHLORIDE ANHYDROUS'], 'rxcui': ['1738483', '1738495', '1738503', '1738511'], 'spl_id': ['1ef6b7c3-380c-d38c-e063-6394a90aed98'], 'spl_set_id': ['e63fe922-b35a-406c-8737-f3f5e6d5a30d'], 'package_ndc': ['60429-734-30', '60429-734-90', '60429-734-10', '60429-735-30', '60429-735-90', '60429-735-10', '60429-736-30', '60429-736-90', '60429-736-10', '60429-737-30', '60429-737-90', '60429-737-10'], 'original_packager_product_ndc': ['60505-0097', '60505-0083', '60505-0084', '60505-0101'], 'unii': ['3I3T11UD2S']}",Drugs,93431,Golden State Medical Supply Inc.,5187 Camino Ruiz,,93012-8601,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0128-2024,"PAROXETINE  tablets, USP, 10 mg, Packaged as a) 30-count bottle, NDC 60429-734-30; b) 90-count bottle NDC 60429-734-90; c)1000-count bottle, NDC 60429-734-10; Rx Only, Manufactured by Apotex, Inc., Toronto, Ontario, Canada, M9L 1T9, Packaged by GSMS, Incorporated, Camarillo, CA 93012.",1941 bottles,Failed Impurities/Degradation Specifications-Manufacturer Apotex Inc. recalling lots due to Out of specification results for the excipient Amadori Glucose adduct of Paroxetine,20231110,20231130,20231206,"Lot # a) Lot GS041383, GS042141,  Exp. 08/31/2024; b) Lot GS040841, Lot GS041384, Lot GS042039, Exp. 08/31/2024; c) Lot GS040910, Lot GS041621, Lot GS042237, Exp. 08/31/2024;",,
Terminated,Colchester,VT,United States,Class II,{},Drugs,89172,"Edge Pharma, LLC",856 Hercules Dr,,05446-8014,Voluntary: Firm initiated,Press Release,nationwide,D-0401-2022,"Edetate Disodium (EDTA), Sterile Ophthalmic Solution, (PF) 3%, 10mL per dropper, Single Dose Droptainer for Topical Ophthalmic Use, Edge Pharma, LLC, 856 Hercules Dr., Colchester, VT, 05446, NDC 05446-1428-10",,Lack of Assurance of Sterility,20211206,20220124,20220202,09-2021-22@1 01/04/2022,20230607,
Terminated,Miami,FL,United States,Class II,{},Drugs,84864,"Efficient Laboratories, Inc.",7715 NW 64th St,,33166-2719,Voluntary: Firm initiated,Press Release,Distributed Nationwide in the USA,D-0847-2020,"New! Rompe Pecho MAX Multi Symptoms, 8 FL. Oz (237 mL) bottle, Distributed by: Efficient Laboratories, Inc. Miami, FL 33166. UPC 0 00856 00309 5",4080 8 FL Oz bottles,Microbial Contamination of Non-Sterile Products,20200131,20200214,20200219,Lot: 19B42 Exp. February 2022,20201022,
Ongoing,San Diego,CA,United States,Class II,{},Drugs,92752,Central Admixture Pharmacy Services Inc,7935 Dunbrook Rd Ste C,N/A,92126-6322,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-1068-2023,"morphine in 0.9% sodium chloride, 125 mg/25 mL, (5 mg/mL), 30 mL Syringe, Rx only, Central Admixture Pharmacy Services, Inc., 7935 Dunbrook Road, Suite C, San Diego, CA 92126, NDC 71286-2041-2",723 syringes,Lack of assurance of sterility: Lack of validation data for sanitization cycles,20230717,20230803,20230809,"Lot: 17-271060, Exp. 7/24/2023; 17-271252, Exp. 7/26/2023; 17-271571, Exp. 8/1/2023; 17-272471, Exp. 8/16/2023; 17-272785, Exp. 8/22/2023.",,
Terminated,Parsippany,NJ,United States,Class II,{},Drugs,87875,Teva Pharmaceuticals USA,400 Interpace Pkwy,N/A,07054-1120,Voluntary: Firm initiated,Letter,Product was distributed nationwide.,D-0375-2021,"Haloperidol Decanoate Injection, USP 50 mg/mL, 1 mL Single Dose Vials, Rx Only, Sterile, 10 Vials, Teva Pharmaceuticals, USA, Inc., North Wales, PA NDC 00703-7121-03",3150 vials,Lack of Assurance of Sterility,20210426,20210514,20210526,"Lot # 31325793C, exp. date 09/2021",20240604,
Terminated,Anaheim,CA,United States,Class II,{},Drugs,86394,"Preferred Pharmaceuticals, Inc.",1250 N Lakeview Ave Ste O,N/A,92807-1801,Voluntary: Firm initiated,Letter,Repackaged tablets sold to three physicians located in CA and GA.,D-1621-2020,"Nature-Throid, 1/2 Grain, 32.5 mg (Thyroid U.S.P. 1/2 gr. (32.5 mg)/Liothyronine (T3) 4.5mcg/Levothyroxine (T4) 19mch, 100-count tablets, Rx Only, Mfg: RLC Labs; Cave Creek, AZ, Preferred Pharmaceuticals, Inc. NDC 68788-9283-01",N/A,CGMP Deviations,20200902,20200924,20200930,"Lot #: L2717G, Exp. Date: 12/31/2020; Lot #: B2618A, Exp. Date: 12/21/2020; Lot #: C1419P, Exp. Date: 2/28/2021",20240425,
Terminated,Dublin,OH,United States,Class II,"{'application_number': ['ANDA209720'], 'brand_name': ['ERYTHROMYCIN'], 'generic_name': ['ERYTHROMYCIN'], 'manufacturer_name': ['Amneal Pharmaceuticals NY LLC'], 'product_ndc': ['69238-1484', '69238-1485'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['ERYTHROMYCIN'], 'rxcui': ['197650', '598006'], 'spl_id': ['61ae864e-1e74-40c1-b67f-22ea1e6f9f21'], 'spl_set_id': ['0aaf09b7-a78b-4525-a857-ef12e3f4b2f9'], 'package_ndc': ['69238-1484-3', '69238-1484-1', '69238-1485-3', '69238-1485-1'], 'is_original_packager': [True], 'upc': ['0369238148411', '0369238148534', '0369238148435', '0369238148510'], 'nui': ['N0000009982', 'N0000175877', 'N0000175935', 'M0028311'], 'pharm_class_pe': ['Decreased Sebaceous Gland Activity [PE]'], 'pharm_class_epc': ['Macrolide [EPC]', 'Macrolide Antimicrobial [EPC]'], 'pharm_class_cs': ['Macrolides [CS]'], 'unii': ['63937KV33D']}",Drugs,87512,Cardinal Health Inc.,7000 Cardinal Pl,N/A,43017-1091,Voluntary: Firm initiated,Letter,"FL, GA, SC",D-0424-2021,"ERYTHROMYCIN TABLETS, USP 250MG 30; NDC/UPC 69238-1484-3; RX; TABLETS",135 CARTON,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,20210315,20210524,20210602,AM200540,20240617,
Terminated,Pennington,NJ,United States,Class II,"{'application_number': ['ANDA215234'], 'brand_name': ['FULVESTRANT'], 'generic_name': ['FULVESTRANT'], 'manufacturer_name': ['Zydus Pharmaceuticals USA Inc.'], 'product_ndc': ['70710-1688'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAMUSCULAR'], 'substance_name': ['FULVESTRANT'], 'rxcui': ['727762'], 'spl_id': ['75a779e9-12ef-4692-bce5-1e0d916c17af'], 'spl_set_id': ['994edf79-20a5-4e3a-bb35-c4fe3e65acba'], 'package_ndc': ['70710-1688-2', '70710-1688-8'], 'is_original_packager': [True], 'nui': ['N0000175582', 'N0000000145', 'N0000000168'], 'pharm_class_epc': ['Estrogen Receptor Antagonist [EPC]'], 'pharm_class_moa': ['Estrogen Receptor Antagonists [MoA]', 'Selective Estrogen Receptor Modulators [MoA]'], 'unii': ['22X328QOC4']}",Drugs,90618,Zydus Pharmaceuticals (USA) Inc,73 Route 31 N,,08534-3601,Voluntary: Firm initiated,Letter,Nationwide.,D-1351-2022,"Fulvestrant Injection 250mg/5mL (50 mg/mL), Contains 2 Single-Dose Prefilled Syringes, Rx Only, Product of India, Manufactured by: Cadila Healthcare Limited, Ahmadabad, India, Distributed by: Zydus Pharmaceuticals (USA ) Inc.m Pennington, NJ 08534, NDC 70710-1688-8.",1116 boxes,Failed Impurities/Degradation Specifications,20220715,20220817,20220824,Lot # B200076; Exp 31 JAN 2024,20240618,
Terminated,Dawsonville,GA,United States,Class II,{},Drugs,91921,Direct Rx,94 Worldwide Dr,N/A,30534-6828,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0480-2023,"Glimepiride, USP, 1 mg Tablets, Rx Only, Packaged as a a) 30-count bottle, NDC 61919-0723-30; b) 90-count bottle, NDC 61919-0723-90 Packaged and Distributed By: Direct Rx, Dawsonville, GA 30534",30 count: 4 bottles; 90 count: 172 bottles,cGMP deviations,20230313,20230324,20230405,"a) [30 count bottles] Lot, expiry:  07MA2208, exp 5/31/2024   b) [90 count bottles] Lot, expiry: 09AU2128 , exp 1/31/2024;  28JY2102  , exp 1/31/2024;  06AU2103 , exp 1/31/2024 ;  03JA2210  , exp 1/31/2024 ;  14JY2114  , exp 1/31/2024 ;  05NO2106 , exp 2/29/2024 ;  13OC2118 , exp 2/29/2024 ;  08DE2121 , exp 2/29/2024 ;",20240617,
Terminated,Fayetteville,AR,United States,Class II,{},Drugs,91229,OurPharma LLC,2512 S City Lake Rd,N/A,72701-5013,Voluntary: Firm initiated,Letter,MO,D-0078-2023,"FentaNYL Citrate 2.5 mg/50 mL (50mcg/ml) Injection Solution, Preservative Free, Single Use 50 ml Cassette, Rx Only, Repackaged by OurPharma, LLC. 2512 S. City Lake Rd. Fayetteville, AR 72701, 1-833-290-2654, NDC 73013-001-01",691 cassettes,Underfilled units.,20221129,20221209,20221221,Lots: 100122060007 Exp. 12/17/2022; 100122060008 Exp. 12/18/2022; 100122070002 Exp. 01/09/2023.,20240920,
Terminated,El Paso,TX,United States,Class I,"{'application_number': ['NDA020832'], 'brand_name': ['CHLORAPREP ONE-STEP'], 'generic_name': ['CHLORHEXIDINE GLUCONATE AND ISOPROPYL ALCOHOL'], 'manufacturer_name': ['CareFusion 213 LLC'], 'product_ndc': ['54365-400'], 'product_type': ['HUMAN OTC DRUG'], 'route': ['TOPICAL'], 'substance_name': ['CHLORHEXIDINE GLUCONATE', 'ISOPROPYL ALCOHOL'], 'rxcui': ['858726', '998282'], 'spl_id': ['0a2431d5-75cd-386d-e063-6294a90a5be9'], 'spl_set_id': ['1eaa15c7-05ad-4e20-a0b8-f918376ea40a'], 'package_ndc': ['54365-400-01', '54365-400-11'], 'is_original_packager': [True], 'unii': ['MOR84MUD8E', 'ND2M416302']}",Drugs,87592,"CareFusion 213, LLC",1550 Northwestern Dr,N/A,79912-8000,Voluntary: Firm initiated,Press Release,"Distributed Nationwide in the USA and to Singapore, Chile, Oman, Columbia, United Arab Emirates, South Africa, Kuwait, Democratic Republic of the Congo, Qatar, Bahrain, Hong Kong, Brazil.",D-0345-2021,"ChloraPrep One-Step 2% w/v chlorhexidine gluconate (CHG) and 70% v/v isopropyl alcohol (IPA) Non-Sterile Solution -Clear, 0.10 fl. oz. (3ml) each, 25 applicators per carton, applicator is sterile if package is intact. CareFusion El Paso, TX 79912, NDC 054365-400-01 Cat. No. 260400","11,115,774 cartons","Microbial Contamination of Non-Sterile Product.Product is being recalled because at labeled storage conditions of 30*C/75% Relative Humidity, growth of Aspergillus penicillioides, a type of fungus, resulted in a breach of the package integrity.",20210319,20210426,20210505,"Lot and Exp Date:  0008777, 12/31/2022;  0016325, 12/31/2022;  0021072, 1/31/2023;  0027041, 1/31/2023;  0030959, 1/31/2023;  0031090, 1/31/2023;  0044735, 1/31/2023;  0048062, 2/28/2023;  0052110, 2/28/2023;  0056365, 2/28/2023;  0086148, 2/28/2023;  0104864, 3/31/2023;  0192894, 6/30/2023;  8081571, 3/31/2021;  8086851, 3/31/2021;  8087784, 3/31/2021;  8095620, 3/31/2021;  8106737, 4/30/2021;  8107819, 4/30/2021;  8124917, 4/30/2021;  8130509, 4/30/2021;  8131816, 4/30/2021;  8135646, 5/31/2021;  8141808, 5/31/2021;  8149992, 5/31/2021;  8155991, 5/31/2021;  8162912, 5/31/2021;  8163900, 5/31/2021;  8165721, 6/30/2021;  8176743, 6/30/2021;  8187644, 6/30/2021;  8194993, 6/30/2021;  8199884, 7/31/2021;  8201565, 7/31/2021;  8205560, 7/31/2021;  8206895, 7/31/2021;  8207995, 7/31/2021;  8221939, 7/31/2021;  8228634, 8/31/2021;  8235981, 8/31/2021;  8247508, 8/31/2021;  8264554, 9/30/2021;  8289654, 9/30/2021;  8299615, 10/31/2021;  8304783, 10/31/2021;  8311788, 10/31/2021;  8316776, 10/31/2021;  8332585, 11/30/2021;  8333924, 11/30/2021;  8337646, 11/30/2021;  8337647, 11/30/2021;  8338794, 11/30/2021;  8340914, 11/30/2021;  8352585, 12/31/2021;  8354835, 12/31/2021;  9007921, 12/31/2021;  9015917, 12/31/2021;  9015920, 12/31/2021;  9030934, 1/31/2022;  9043625, 1/31/2022;  9045819, 1/31/2022;  9046572, 2/28/2022;  9052554, 2/28/2022;  9059817, 2/28/2022;  9060734, 2/28/2022;  9071761, 2/28/2022;  9080812, 3/31/2022;  9087980, 3/31/2022;  9087982, 3/31/2022;  9088850, 3/31/2022;  9092575, 3/31/2022;  9100768, 3/31/2022;  9101529, 3/31/2022;  9105675, 3/31/2022;  9113528, 4/30/2022;  9123753, 4/30/2022;  9130718, 4/30/2022;  9133928, 4/30/2022;  9135816, 5/31/2022;  9149671, 5/31/2022;  9150905, 5/31/2022;  9154935, 5/31/2022;  9156866, 5/31/2022;  9165856, 5/31/2022;  9189224, 6/30/2022;  9194257, 6/30/2022;  9196196, 6/30/2022;  9198900, 6/30/2022;  9199815, 6/30/2022;  9200420, 6/30/2022;  9205441, 7/31/2022;  9206555, 7/31/2022;  9233323, 8/31/2022;  9233645, 8/31/2022;  9236531, 8/31/2022;  9238871, 8/31/2022;  9241929, 8/31/2022;  9242192, 8/31/2022;  9246940, 8/31/2022;  9246944, 8/31/2022;  9249460, 8/31/2022;  9251683, 8/31/2022;  9253785, 8/31/2022;  9254193, 8/31/2022;  9255899, 8/31/2022;  9257889, 8/31/2022;  9261886, 9/30/2022;  9266348, 9/30/2022;  9270894, 9/30/2022;  9278673, 9/30/2022;  9280666, 9/30/2022;  9284872, 9/30/2022;  9289666, 9/30/2022;  9291336, 10/31/2022;  9293445, 10/31/2022;  9295140, 10/31/2022;  9297772, 10/31/2022;  9304891, 10/31/2022;  9305777, 10/31/2022;  9311057, 10/31/2022;  9316346, 11/30/2022;  9325127, 11/30/2022;  9326162, 11/30/2022;  9331792, 11/30/2022;  9344775, 11/30/2022;  9345956, 11/30/2022;  9345958, 11/30/2022;  9350617, 12/31/2022;  9352330, 12/31/2022;",20220929,
Terminated,Levittown,PA,United States,Class I,"{'application_number': ['ANDA209151'], 'brand_name': ['ANAGRELIDE'], 'generic_name': ['ANAGRELIDE'], 'manufacturer_name': ['Torrent Pharmaceuticals Limited'], 'product_ndc': ['13668-453', '13668-462'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['ANAGRELIDE HYDROCHLORIDE ANHYDROUS'], 'rxcui': ['597850', '597852'], 'spl_id': ['a049d02a-22e1-4ea2-8c05-50b50cef4362'], 'spl_set_id': ['875cc32a-219c-4b6b-802a-98a47cbc9a78'], 'package_ndc': ['13668-453-30', '13668-453-01', '13668-462-30', '13668-462-01'], 'is_original_packager': [True], 'upc': ['0313668453300', '0313668462302'], 'unii': ['VNS4435G39']}",Drugs,86878,Torrent Pharma Inc,2091 Hartel Ave,N/A,19057-4506,Voluntary: Firm initiated,Letter,Nationwide USA and Puerto Rico,D-0166-2021,"Anagrelide Capsules, USP 1 mg, 100 capsules, Rx only, Manufactured in India for: Torrent Pharma Inc., Basking Ridge, NJ 07920 NDC 13668-462-01",2496 Bottles,Failed Dissolution Specifications,20201125,20201216,20201209,"Batch BFD1G001, exp 12/2021",20221228,
Terminated,Windsor,CT,United States,Class II,{},Drugs,93456,"SCA Pharmaceuticals, LLC",755 Rainbow Rd Ste B,N/A,06095-1024,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0411-2024,"labetalol HCl 20 mg/4mL Injection, (Concentration=5 mg/mL), 4 mL fill Syringe, Rx Only, SCA Pharma, 755 Rainbow Rd., Windsor, CT 06095, NDC 70004-0700-28, Bar Code 70004070028","2,458, syringes",Lack of Assurance of Sterility,20231109,20240322,20240403,Lot #: 1223047334 Exp 12/23/23; 1223048170 Exp 02/01/24,20240827,
Ongoing,Phoenix,AZ,United States,Class II,{},Drugs,92898,"Central Admixture Pharmacy Services, Inc.",2200 S 43rd Ave,N/A,85043-3909,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-1129-2023,"EPINEPHrine, 2 mg added to dextrose 5% 250mL, Concentration = 8 mcg/mL, IV Bag, Rx Only, Central Admixture Pharmacy Services, Inc., 2200 South 43rd Avenue, Phoenix, AZ 85043, NDC: 72196-6030-1.",340 bags,Lack of Assurance of Sterility:Lack of validation data for sanitization cycles,20230817,20230828,20230906,"Lot# 36-260049, Exp 10/3/2023.              ;",,
Ongoing,Indianapolis,IN,United States,Class II,{},Drugs,86799,"Advanced Nutriceuticals, LLC",836 E 86th St,N/A,46240-1806,Voluntary: Firm initiated,Letter,"CA, CO, FL, IN, KY, OH, TX",D-0135-2021,"GHRP, 2000 MCG/ML, 5 ML vial, The Guyer Institute of Molecular Medicine, Indianapolis, IN",1 vial,Lack of Assurance of Sterility: due to concerns with production processes which cannot assure sterility of products intended to be sterile.,20201130,20201211,20201223,"Lot #1112202008, Exp 12/11/2020",,
